species,reproductive.mode,Genus,Family,female.SVL,hatchling.neonate.SVL,female.log,hatch.log,intercept,slope,female_mass,hatchling_mass,femass.log,hatcmass.log,rawFem,rawHatc,largest.clutch,smallest.clutch,largest.mean.clutch.size,smallest.mean.clutch.size,Longitude.centroid..from.Roll.et.al..2017.,Latitude.centroid..from.Roll.et.al..2017.,Activity.time,foraging.mode,diet,Binomial
Liolaemus_andinus,Viviparous,Liolaemus,Liolaemidae,85.6,28,1.9,1.4,-4.678,3.097,260.4,82,1.3,-0.20,20.27,0.64,6,5,5.8,5.8,-67.79,-24.86,Diurnal,sit and wait,Omnivorous,Liolaemus_andinus
Liolaemus_bibronii,Oviparous,Liolaemus,Liolaemidae,53.3,27,1.7,1.4,-4.678,3.097,160.4,78.9,0.7,-0.25,4.67,0.57,5,1,3,2.5,-68.8,-42.54,Diurnal,sit and wait,Carnivorous,Liolaemus_bibronii
Liolaemus_chacoensis,Oviparous,Liolaemus,Liolaemidae,44.2,17,1.6,1.2,-4.678,3.097,132.2,48,0.4,-0.87,2.62,0.14,7,6,6.1,6.1,-64.12,-27.66,Diurnal,sit and wait,Carnivorous,Liolaemus_chacoensis
Liolaemus_cyanogaster,Viviparous,Liolaemus,Liolaemidae,59.8,24.5,1.8,1.4,-4.678,3.097,180.5,71.2,0.8,-0.38,6.67,0.42,10,7,7.5,7.5,-72,-39.78,Diurnal,sit and wait,Carnivorous,Liolaemus_cyanogaster
Liolaemus_elongatus,Viviparous,Liolaemus,Liolaemidae,75.8,28.6,1.9,1.5,-4.678,3.097,230.1,83.9,1.1,-0.17,13.91,0.68,7,2,5,2.8,-69.75,-39.47,Diurnal,sit and wait,Omnivorous,Liolaemus_elongatus
Liolaemus_gracilis,Oviparous,Liolaemus,Liolaemidae,50.3,23.6,1.7,1.4,-4.678,3.097,151.1,68.4,0.6,-0.43,3.91,0.37,7,1,4.8,3.7,-67.04,-38.16,Diurnal,sit and wait,Carnivorous,Liolaemus_gracilis
Liolaemus_huacahuasicus,unclear,Liolaemus,Liolaemidae,61.6,26,1.8,1.4,-4.678,3.097,186.1,75.8,0.9,-0.30,7.32,0.51,8,2,5.4,4.2,-65.78,-26.64,Diurnal,sit and wait,Herbivorous,Liolaemus_huacahuasicus
Liolaemus_koslowskyi,Oviparous,Liolaemus,Liolaemidae,59.8,22,1.8,1.3,-4.678,3.097,180.5,63.5,0.8,-0.52,6.67,0.30,10,1,5.6,4.2,-67.03,-28.19,Diurnal,sit and wait,Carnivorous,Liolaemus_koslowskyi
Liolaemus_lutzae,Oviparous,Liolaemus,Liolaemidae,60.8,28.1,1.8,1.4,-4.678,3.097,183.6,82.3,0.8,-0.19,7.03,0.64,4,1,3,2.3,-42.86,-22.92,Diurnal,sit and wait,Herbivorous,Liolaemus_lutzae
Liolaemus_multimaculatus,Oviparous,Liolaemus,Liolaemidae,59.8,27.9,1.8,1.4,-4.678,3.097,180.5,81.7,0.8,-0.20,6.67,0.63,7,3,4.2,4.2,-60.81,-39.36,Diurnal,sit and wait,Carnivorous,Liolaemus_multimaculatus
Liolaemus_pictus,Viviparous,Liolaemus,Liolaemidae,60,27.5,1.8,1.4,-4.678,3.097,181.1,80.5,0.8,-0.22,6.74,0.60,8,1,4.5,3.4,-72.31,-39.78,Diurnal,sit and wait,Omnivorous,Liolaemus_pictus
Liolaemus_ruibali,Viviparous,Liolaemus,Liolaemidae,56.8,19,1.8,1.3,-4.678,3.097,171.2,54.2,0.8,-0.72,5.69,0.19,4,3,3.9,3.9,-69.48,-31.71,Diurnal,sit and wait,Omnivorous,Liolaemus_ruibali
Liolaemus_wiegmannii,Oviparous,Liolaemus,Liolaemidae,51.7,20,1.7,1.3,-4.678,3.097,155.4,57.3,0.6,-0.65,4.25,0.22,8,2,5.4,3.5,-62.49,-32.91,Diurnal,sit and wait,Carnivorous,Liolaemus_wiegmannii
Liopholis_inornata,Viviparous,Liopholis,Scincidae,73.4,33.5,1.9,1.5,-5.125,3.229,231.9,103,0.9,-0.20,7.93,0.63,4,1,3,2,131.51,-27.68,Cathemeral,mixed,Omnivorous,Liopholis_inornata
Liopholis_striata,Viviparous,Liopholis,Scincidae,91.5,41,2.0,1.6,-5.125,3.229,290.3,127.3,1.2,0.08,16.16,1.21,4,1,2.7,2.6,126.32,-24.33,Cathemeral,mixed,Carnivorous,Liopholis_striata
Liopholis_whitii,Viviparous,Liopholis,Scincidae,87.9,38.5,1.9,1.6,-5.125,3.229,278.7,119.2,1.2,-0.01,14.20,0.99,5,1,3.5,2.3,146.67,-33.63,Diurnal,widely foraging,Carnivorous,Liopholis_whitii
Lipinia_noctua,Viviparous,Lipinia,Scincidae,41.7,20.1,1.6,1.3,-5.125,3.229,129.5,59.8,0.1,-0.92,1.28,0.12,4,1,2,1.5,138.23,-5.24,Diurnal,widely foraging,Carnivorous,Lipinia_noctua
Lipinia_pulchella,Oviparous,Lipinia,Scincidae,42.4,21.1,1.6,1.3,-5.125,3.229,131.8,63,0.1,-0.85,1.35,0.14,2,1,1.8,1.8,123.71,10.41,Diurnal,widely foraging,Carnivorous,Lipinia_pulchella
Lipinia_vittigera,Oviparous,Lipinia,Scincidae,38,24.4,1.6,1.4,-5.125,3.229,117.6,73.7,0.0,-0.65,0.95,0.23,4,1,3,1.5,102.5,13.69,Diurnal,widely foraging,Carnivorous,Lipinia_vittigera
Lophognathus_gilberti,Oviparous,Lophognathus,Agamidae,84,28,1.9,1.4,-4.686,3.105,256.1,82.3,1.3,-0.19,19.45,0.64,20,2,5.4,5.4,132.2,-13.65,Diurnal,sit and wait,Carnivorous,Lophognathus_gilberti
Lophosaurus_boydii,Oviparous,Lophosaurus,Agamidae,158.5,39,2.2,1.6,-4.686,3.105,487.5,116.4,2.1,0.25,139.67,1.80,7,1,3,3,145.53,-17.48,Diurnal,sit and wait,Carnivorous,Lophosaurus_boydii
Lophosaurus_spinipes,Oviparous,Lophosaurus,Agamidae,119.5,31,2.1,1.5,-4.686,3.105,366.4,91.6,1.8,-0.06,58.11,0.88,9,2,5,5,152.49,-29.66,Diurnal,sit and wait,Carnivorous,Lophosaurus_spinipes
Loxopholis_parietalis,Oviparous,Loxopholis,Gymnophthalmidae,36.1,17,1.6,1.2,-5.178,3.302,114,51,0.0,-1.12,0.92,0.08,2,2,2,2,-73.77,-2.1,Diurnal,widely foraging,Carnivorous,Loxopholis_parietalis
Loxopholis_percarinatum,Oviparous,Loxopholis,Gymnophthalmidae,32.3,15.9,1.5,1.2,-5.178,3.302,101.5,47.3,-0.2,-1.21,0.64,0.06,2,1,2,1.8,-59.04,-2.24,Diurnal,widely foraging,Carnivorous,Loxopholis_percarinatum
Loxopholis_rugiceps,Oviparous,Loxopholis,Gymnophthalmidae,40,17.1,1.6,1.2,-5.178,3.302,126.9,51.3,0.1,-1.11,1.29,0.08,3,2,2.2,2,-75.13,7.98,Diurnal,widely foraging,Carnivorous,Loxopholis_rugiceps
Lucasium_damaeum,Oviparous,Lucasium,Diplodactylidae,53.3,20,1.7,1.3,-4.804,3.057,158.1,56.3,0.5,-0.83,2.98,0.15,2,1,2,2,137.87,-29.04,Nocturnal,mixed,Carnivorous,Lucasium_damaeum
Lucasium_stenodactylum,Oviparous,Lucasium,Diplodactylidae,53.3,24.5,1.7,1.4,-4.804,3.057,158.1,70.1,0.5,-0.56,2.98,0.28,2,2,2,2,130.97,-22.7,Nocturnal,sit and wait,Carnivorous,Lucasium_stenodactylum
Lygodactylus_capensis,Oviparous,Lygodactylus,Gekkonidae,30.3,14,1.5,1.1,-4.242,2.761,79.4,34.4,-0.2,-1.08,0.71,0.08,2,1,2,1.9,28.23,-15.55,Diurnal,sit and wait,Carnivorous,Lygodactylus_capensis
Lygodactylus_klugei,Oviparous,Lygodactylus,Gekkonidae,29.1,13.5,1.5,1.1,-4.242,2.761,76.1,33,-0.2,-1.12,0.63,0.08,2,1,2,1.8,-40.06,-8.12,Diurnal,mixed,Omnivorous,Lygodactylus_klugei
Lygodactylus_picturatus,Oviparous,Lygodactylus,Gekkonidae,35.3,11.5,1.5,1.1,-4.242,2.761,93.2,27.5,0.0,-1.31,1.07,0.05,2,1,2,2,34.36,6.35,Diurnal,mixed,Omnivorous,Lygodactylus_picturatus
Lygodactylus_somalicus,Oviparous,Lygodactylus,Gekkonidae,30,11.5,1.5,1.1,-4.242,2.761,78.6,27.5,-0.2,-1.31,0.69,0.05,2,2,2,2,40.43,4.52,Diurnal,sit and wait,Carnivorous,Lygodactylus_somalicus
Mabuya_mabouya,Viviparous,Mabuya,Scincidae,100.4,29,2.0,1.5,-5.125,3.229,319.1,88.5,1.3,-0.40,21.81,0.40,2,2,2,2,-61.13,14.57,Diurnal,widely foraging,Carnivorous,Mabuya_mabouya
Marisora_unimarginata,Viviparous,Marisora,Scincidae,66.3,30,1.8,1.5,-5.125,3.229,209,91.7,0.8,-0.36,5.71,0.44,9,2,6.3,3,-89.38,15.47,Diurnal,widely foraging,Carnivorous,Marisora_unimarginata
Mediodactylus_kotschyi,Oviparous,Mediodactylus,Gekkonidae,40.7,18.8,1.6,1.3,-4.242,2.761,108.1,47.7,0.2,-0.72,1.59,0.19,3,1,2.3,1,29.67,38.85,Cathemeral,sit and wait,Carnivorous,Mediodactylus_kotschyi
Menetia_greyii,Oviparous,Menetia,Scincidae,32,13.5,1.5,1.1,-5.125,3.229,98.2,38.5,-0.3,-1.48,0.54,0.03,4,1,2.1,1,133.16,-25.31,Diurnal,widely foraging,Carnivorous,Menetia_greyii
Meroles_anchietae,Oviparous,Meroles,Lacertidae,44,26.5,1.6,1.4,-4.543,2.951,125.3,73.7,0.3,-0.34,2.03,0.45,2,1,1.3,1.3,14.35,-21.35,Diurnal,mixed,Omnivorous,Meroles_anchietae
Meroles_cuneirostris,Oviparous,Meroles,Lacertidae,49,26.8,1.7,1.4,-4.543,2.951,140.1,74.5,0.4,-0.33,2.78,0.47,5,1,2.9,2.9,15.83,-25.58,Diurnal,widely foraging,Carnivorous,Meroles_cuneirostris
Meroles_squamulosus,Oviparous,Meroles,Lacertidae,56.3,29,1.8,1.5,-4.543,2.951,161.6,81,0.6,-0.23,4.20,0.59,12,3,4,4,28.11,-17.83,Diurnal,sit and wait,Carnivorous,Meroles_squamulosus
Meroles_suborbitalis,Oviparous,Meroles,Lacertidae,59.5,26.5,1.8,1.4,-4.543,2.951,171,73.7,0.7,-0.34,4.94,0.45,8,1,5.3,3.9,19.16,-27.59,Diurnal,sit and wait,Carnivorous,Meroles_suborbitalis
Mesalina_brevirostris,Oviparous,Mesalina,Lacertidae,45,23.5,1.7,1.4,-4.543,2.951,128.3,64.8,0.3,-0.50,2.17,0.32,6,1,3.9,3.9,48.45,28.89,Diurnal,widely foraging,Carnivorous,Mesalina_brevirostris
Mesalina_guttulata,Oviparous,Mesalina,Lacertidae,45.5,21,1.7,1.3,-4.543,2.951,129.7,57.4,0.3,-0.64,2.24,0.23,10,1,5,4.2,15.46,23.82,Diurnal,sit and wait,Carnivorous,Mesalina_guttulata
Mesalina_olivieri,Oviparous,Mesalina,Lacertidae,40.8,21,1.6,1.3,-4.543,2.951,115.9,57.4,0.2,-0.64,1.62,0.23,8,1,4,3.4,9.75,29.29,Diurnal,widely foraging,Carnivorous,Mesalina_olivieri
Mesaspis_monticola,Viviparous,Mesaspis,Anguidae,74.5,25,1.9,1.4,-5.765,3.48,253.5,81.2,0.8,-0.90,5.62,0.13,10,2,5.4,3.4,-83.46,9.39,Diurnal,sit and wait,Carnivorous,Mesaspis_monticola
Micrablepharus_atticolus,Oviparous,Micrablepharus,Gymnophthalmidae,37.1,16,1.6,1.2,-5.178,3.302,117.3,47.7,0.0,-1.20,1.01,0.06,2,1,2,1.8,-52.64,-15.62,Diurnal,widely foraging,Carnivorous,Micrablepharus_atticolus
Micrablepharus_maximiliani,Oviparous,Micrablepharus,Gymnophthalmidae,40.8,22,1.6,1.3,-5.178,3.302,129.5,67.5,0.1,-0.75,1.38,0.18,3,1,3,1.5,-48.09,-12.02,Diurnal,widely foraging,Carnivorous,Micrablepharus_maximiliani
Mochlus_sundevalli,Oviparous,Mochlus,Scincidae,93.2,24,2.0,1.4,-5.125,3.229,295.8,72.4,1.2,-0.67,17.15,0.21,7,2,4.3,3.3,29.66,-11.39,Diurnal,widely foraging,Carnivorous,Mochlus_sundevalli
Moloch_horridus,Oviparous,Moloch,Agamidae,106.2,34.5,2.0,1.5,-4.686,3.105,325.1,102.4,1.6,0.09,40.28,1.23,10,3,8,6.5,126.82,-25.4,Diurnal,sit and wait,Carnivorous,Moloch_horridus
Morethia_adelaidensis,Oviparous,Morethia,Scincidae,49,17,1.7,1.2,-5.125,3.229,153.1,49.8,0.3,-1.15,2.15,0.07,6,1,3.4,3.2,137.77,-30.21,Diurnal,widely foraging,Carnivorous,Morethia_adelaidensis
Morethia_boulengeri,Oviparous,Morethia,Scincidae,47.3,19.5,1.7,1.3,-5.125,3.229,147.6,57.8,0.3,-0.96,1.92,0.11,6,1,3.7,2.3,136.95,-25.2,Diurnal,widely foraging,Carnivorous,Morethia_boulengeri
Morethia_obscura,Oviparous,Morethia,Scincidae,49,18.5,1.7,1.3,-5.125,3.229,153.1,54.6,0.3,-1.03,2.15,0.09,5,1,3.1,3,130.68,-32.13,Diurnal,widely foraging,Carnivorous,Morethia_obscura
Nactus_pelagicus,Oviparous,Nactus,Gekkonidae,56.9,21.8,1.8,1.3,-4.242,2.761,152.9,55.9,0.6,-0.55,4.02,0.28,2,1,2,1.8,143.47,-8.2,Nocturnal,sit and wait,Carnivorous,Nactus_pelagicus
Naultinus_gemmeus,Viviparous,Naultinus,Diplodactylidae,69.5,33,1.8,1.5,-4.804,3.057,207.7,96.1,0.8,-0.16,6.71,0.69,2,1,2,1.9,170.03,-44.82,Diurnal,sit and wait,Omnivorous,Naultinus_gemmeus
Nephrurus_laevissimus,Oviparous,Nephrurus,Carphodactylidae,69.7,33.6,1.8,1.5,-3.445,2.353,160.6,75.6,0.9,0.15,7.80,1.40,2,1,2,2,126.54,-26.89,Nocturnal,sit and wait,Carnivorous,Nephrurus_laevissimus
Nephrurus_levis,Oviparous,Nephrurus,Carphodactylidae,77,35.5,1.9,1.6,-3.445,2.353,177.7,80.1,1.0,0.20,9.86,1.59,2,1,2,2,130.73,-25.32,Nocturnal,sit and wait,Carnivorous,Nephrurus_levis
Nephrurus_vertebralis,Oviparous,Nephrurus,Carphodactylidae,79.6,37.1,1.9,1.6,-3.445,2.353,183.9,83.9,1.0,0.25,10.66,1.77,2,2,2,2,121.6,-26.39,Nocturnal,sit and wait,Carnivorous,Nephrurus_vertebralis
Notomabuya_frenata,Viviparous,Notomabuya,Scincidae,73,29,1.9,1.5,-5.125,3.229,230.6,88.5,0.9,-0.40,7.79,0.40,9,1,5.1,3.5,-55.26,-18.6,Diurnal,mixed,Carnivorous,Notomabuya_frenata
Nucras_intertexta,Oviparous,Nucras,Lacertidae,72.4,28,1.9,1.4,-4.543,2.951,209.1,78.1,0.9,-0.27,8.81,0.53,8,2,6,4,24.31,-23.37,Diurnal,widely foraging,Carnivorous,Nucras_intertexta
Nucras_lalandii,Oviparous,Nucras,Lacertidae,89.1,22.5,1.9,1.4,-4.543,2.951,258.4,61.9,1.2,-0.55,16.26,0.28,14,3,7,7,28.73,-29.34,Diurnal,widely foraging,Carnivorous,Nucras_lalandii
Nucras_tessellata,Oviparous,Nucras,Lacertidae,72.7,32,1.9,1.5,-4.543,2.951,210,89.9,1.0,-0.10,8.92,0.79,7,3,4.7,3.3,17.95,-25.68,Diurnal,widely foraging,Carnivorous,Nucras_tessellata
Oedura_marmorata,Oviparous,Oedura,Diplodactylidae,96.3,36.5,2.0,1.6,-4.804,3.057,289.6,106.8,1.3,-0.03,18.19,0.94,2,2,2,2,133.26,-22.67,Nocturnal,sit and wait,Carnivorous,Oedura_marmorata
Oedura_monilis,Oviparous,Oedura,Diplodactylidae,79.8,32,1.9,1.5,-4.804,3.057,239.1,93,1.0,-0.20,10.24,0.63,2,2,2,2,148.05,-24.45,Nocturnal,sit and wait,Omnivorous,Oedura_monilis
Oedura_tryoni,Oviparous,Oedura,Diplodactylidae,80,36,1.9,1.6,-4.804,3.057,239.8,105.2,1.0,-0.05,10.32,0.90,2,2,2,2,150.76,-26.37,Nocturnal,sit and wait,Carnivorous,Oedura_tryoni
Oligosoma_grande,Viviparous,Oligosoma,Scincidae,93.8,38,2.0,1.6,-5.125,3.229,297.8,117.6,1.2,-0.02,17.51,0.95,4,2,2.4,1.9,169.77,-45.12,Diurnal,widely foraging,Omnivorous,Oligosoma_grande
Oligosoma_inconspicuum,Viviparous,Oligosoma,Scincidae,59.5,24,1.8,1.4,-5.125,3.229,187,72.4,0.6,-0.67,4.03,0.21,6,1,3,3,168.96,-45.33,Diurnal,widely foraging,Omnivorous,Oligosoma_inconspicuum
Oligosoma_maccanni,Viviparous,Oligosoma,Scincidae,58.3,26.1,1.8,1.4,-5.125,3.229,183.1,79.2,0.6,-0.55,3.77,0.28,9,1,3.7,2.8,170.07,-44.79,Diurnal,widely foraging,Omnivorous,Oligosoma_maccanni
Oligosoma_polychroma,Viviparous,Oligosoma,Scincidae,59.2,31,1.8,1.5,-5.125,3.229,186,95,0.6,-0.31,3.96,0.49,10,1,5.8,3.8,172.43,-42.65,Diurnal,widely foraging,Omnivorous,Oligosoma_polychroma
Oligosoma_suteri,Oviparous,Oligosoma,Scincidae,84.8,36,1.9,1.6,-5.125,3.229,268.7,111.1,1.1,-0.10,12.64,0.79,6,2,3.7,3.6,174.61,-35.86,Cathemeral,widely foraging,Carnivorous,Oligosoma_suteri
Oligosoma_zelandicum,Viviparous,Oligosoma,Scincidae,55.5,26,1.7,1.4,-5.125,3.229,174.1,78.8,0.5,-0.56,3.22,0.28,8,2,5.3,5,174.29,-40.36,Diurnal,widely foraging,Carnivorous,Oligosoma_zelandicum
Omanosaura_cyanura,Oviparous,Omanosaura,Lacertidae,49.5,27.5,1.7,1.4,-4.543,2.951,141.5,76.6,0.5,-0.30,2.87,0.51,3,3,2.8,2.8,57.12,24.05,Diurnal,widely foraging,Carnivorous,Omanosaura_cyanura
Ophisops_elegans,Oviparous,Ophisops,Lacertidae,46.6,21.9,1.7,1.3,-4.543,2.951,133,60.1,0.4,-0.59,2.40,0.26,8,1,4,3.1,41.5,35.95,Diurnal,widely foraging,Carnivorous,Ophisops_elegans
Oplurus_cuvieri,Oviparous,Oplurus,Opluridae,129.1,45,2.1,1.7,-6.439,3.94,502.2,170.9,1.9,0.07,75.52,1.19,5,2,3.5,3.5,45.58,-18.42,Diurnal,mixed,Carnivorous,Oplurus_cuvieri
Otosaurus_cumingi,Oviparous,Otosaurus,Scincidae,121.1,39.7,2.1,1.6,-5.125,3.229,385.9,123.1,1.6,0.04,39.95,1.09,4,2,2.1,2.1,123.11,12.05,Diurnal,widely foraging,Carnivorous,Otosaurus_cumingi
Pachydactylus_capensis,Oviparous,Pachydactylus,Gekkonidae,62.3,22,1.8,1.3,-4.242,2.761,167.8,56.5,0.7,-0.54,5.16,0.29,2,1,2,1.9,22.67,-25.14,Nocturnal,sit and wait,Carnivorous,Pachydactylus_capensis
Panaspis_maculicollis,Oviparous,Panaspis,Scincidae,36.3,17,1.6,1.2,-5.125,3.229,112.1,49.8,-0.1,-1.15,0.82,0.07,5,1,3,3,29.48,-18.29,Diurnal,widely foraging,Carnivorous,Panaspis_maculicollis
Panaspis_nimbaensis,Oviparous,Panaspis,Scincidae,45,18,1.7,1.3,-5.125,3.229,140.2,53,0.2,-1.07,1.63,0.08,4,1,2.5,2.5,-9.58,9.68,Diurnal,widely foraging,Carnivorous,Panaspis_nimbaensis
Panaspis_wahlbergi,Oviparous,Panaspis,Scincidae,43.2,15.6,1.6,1.2,-5.125,3.229,134.4,45.2,0.2,-1.27,1.43,0.05,18,1,4.5,4,33.64,-8.92,Diurnal,widely foraging,Carnivorous,Panaspis_wahlbergi
Parvoscincus_steerei,Oviparous,Parvoscincus,Scincidae,31.1,14.6,1.5,1.2,-5.125,3.229,95.3,42,-0.3,-1.37,0.50,0.04,2,1,1.1,1,123.09,11.9,Diurnal,widely foraging,Carnivorous,Parvoscincus_steerei
Pedioplanis_lineoocellata,Oviparous,Pedioplanis,Lacertidae,60,19,1.8,1.3,-4.543,2.951,172.5,51.5,0.7,-0.77,5.06,0.17,11,4,8.3,5.5,22.82,-26.88,Diurnal,sit and wait,Carnivorous,Pedioplanis_lineoocellata
Pedioplanis_namaquensis,Oviparous,Pedioplanis,Lacertidae,52.9,22,1.7,1.3,-4.543,2.951,151.6,60.4,0.5,-0.58,3.49,0.26,6,3,4,3.8,20.06,-25.23,Diurnal,widely foraging,Carnivorous,Pedioplanis_namaquensis
Phelsuma_grandis,Oviparous,Phelsuma,Gekkonidae,97,31.5,2.0,1.5,-4.242,2.761,263.6,82.7,1.2,-0.11,17.52,0.78,2,1,2,2,49.37,-14.02,Diurnal,sit and wait,Omnivorous,Phelsuma_grandis
Phelsuma_madagascariensis,Oviparous,Phelsuma,Gekkonidae,86.2,30,1.9,1.5,-4.242,2.761,233.8,78.6,1.1,-0.16,12.65,0.69,2,1,2,1.8,48.75,-18.67,Diurnal,sit and wait,Omnivorous,Phelsuma_madagascariensis
Phoenicolacerta_laevis,Oviparous,Phoenicolacerta,Lacertidae,62.6,24.7,1.8,1.4,-4.543,2.951,180.2,68.3,0.8,-0.43,5.74,0.37,8,2,6.1,4.5,35.74,35.36,Diurnal,widely foraging,Carnivorous,Phoenicolacerta_laevis
Pholidoscelis_exsul,Oviparous,Pholidoscelis,Teiidae,93.8,35.3,2.0,1.5,-4.747,3.11,287,105,1.4,0.07,24.35,1.17,7,1,3.4,2,-66.4,18.23,Diurnal,widely foraging,Omnivorous,Pholidoscelis_exsul
Pholidoscelis_fuscatus,Oviparous,Pholidoscelis,Teiidae,117.5,51,2.1,1.7,-4.747,3.11,360.7,153.9,1.7,0.56,49.07,3.66,7,2,4,4,-61.36,15.43,Diurnal,widely foraging,Omnivorous,Pholidoscelis_fuscatus
Pholidoscelis_plei,Oviparous,Pholidoscelis,Teiidae,86.3,38,1.9,1.6,-4.747,3.11,263.6,113.4,1.3,0.17,18.79,1.47,7,1,3.1,2.1,-63.04,18.11,Diurnal,widely foraging,Omnivorous,Pholidoscelis_plei
Phrynocephalus_helioscopus,Oviparous,Phrynocephalus,Agamidae,48.3,24.4,1.7,1.4,-4.686,3.105,145.3,71.1,0.5,-0.38,3.49,0.42,10,2,4.5,4.5,69.09,47.34,Diurnal,sit and wait,Carnivorous,Phrynocephalus_helioscopus
Phrynocephalus_interscapularis,Oviparous,Phrynocephalus,Agamidae,31.5,21.5,1.5,1.3,-4.686,3.105,93.1,62.1,0.0,-0.55,0.93,0.28,1,1,1,1,61.37,41.15,Diurnal,sit and wait,Carnivorous,Phrynocephalus_interscapularis
Phrynocephalus_theobaldi,Viviparous,Phrynocephalus,Agamidae,51.8,25.3,1.7,1.4,-4.686,3.105,156.2,73.9,0.6,-0.33,4.34,0.47,4,1,2.4,2,86.74,32.75,Diurnal,sit and wait,Carnivorous,Phrynocephalus_theobaldi
Phrynosoma_asio,Oviparous,Phrynosoma,Phrynosomatidae,101.5,34.5,2.0,1.5,-3.855,2.677,267.9,88.5,1.5,0.26,32.83,1.83,25,10,16.9,16.9,-99.65,17.56,Diurnal,sit and wait,Carnivorous,Phrynosoma_asio
Phrynosoma_blainvillii,Oviparous,Phrynosoma,Phrynosomatidae,78.2,27,1.9,1.4,-3.855,2.677,205.5,68.4,1.2,-0.02,16.33,0.95,21,6,15.5,15.5,-118.86,35.12,Diurnal,widely foraging,Carnivorous,Phrynosoma_blainvillii
Phrynosoma_cornutum,Oviparous,Phrynosoma,Phrynosomatidae,79.5,21,1.9,1.3,-3.855,2.677,209,52.4,1.2,-0.32,17.07,0.48,50,10,37.3,18.5,-100.85,31.54,Diurnal,sit and wait,Carnivorous,Phrynosoma_cornutum
Phrynosoma_coronatum,Oviparous,Phrynosoma,Phrynosomatidae,81.4,28,1.9,1.4,-3.855,2.677,214.1,71.1,1.3,0.02,18.19,1.04,49,6,12.6,11,-117.02,32.6,Diurnal,mixed,Carnivorous,Phrynosoma_coronatum
Phrynosoma_douglasii,Viviparous,Phrynosoma,Phrynosomatidae,71.5,18.8,1.9,1.3,-3.855,2.677,187.6,46.5,1.1,-0.44,12.85,0.36,36,3,24,6,-117.32,42.45,Diurnal,sit and wait,Carnivorous,Phrynosoma_douglasii
Phrynosoma_hernandesi,Viviparous,Phrynosoma,Phrynosomatidae,76.9,26,1.9,1.4,-3.855,2.677,202,65.7,1.2,-0.07,15.62,0.86,48,5,20,16,-111.33,36.91,Diurnal,sit and wait,Carnivorous,Phrynosoma_hernandesi
Phrynosoma_mcallii,Oviparous,Phrynosoma,Phrynosomatidae,69,34,1.8,1.5,-3.855,2.677,180.9,87.2,1.1,0.24,11.68,1.76,10,2,5.4,4.5,-114.67,32.25,Diurnal,sit and wait,Carnivorous,Phrynosoma_mcallii
Phrynosoma_modestum,Oviparous,Phrynosoma,Phrynosomatidae,58.2,19,1.8,1.3,-3.855,2.677,151.9,47,0.9,-0.43,7.41,0.37,19,6,13,9,-103.95,29.84,Cathemeral,mixed,Carnivorous,Phrynosoma_modestum
Phrynosoma_orbiculare,Viviparous,Phrynosoma,Phrynosomatidae,71.6,24.2,1.9,1.4,-3.855,2.677,187.8,60.9,1.1,-0.15,12.90,0.71,30,9,17,9.4,-103.03,23.63,Diurnal,sit and wait,Carnivorous,Phrynosoma_orbiculare
Phrynosoma_platyrhinos,Oviparous,Phrynosoma,Phrynosomatidae,79.9,26,1.9,1.4,-3.855,2.677,210,65.7,1.2,-0.07,17.30,0.86,16,2,9,2,-115.34,37.79,Diurnal,sit and wait,Carnivorous,Phrynosoma_platyrhinos
Phrynosoma_solare,Oviparous,Phrynosoma,Phrynosomatidae,96.2,30.5,2.0,1.5,-3.855,2.677,253.7,77.8,1.5,0.12,28.44,1.31,33,7,20.5,16.7,-109.82,29.18,Diurnal,mixed,Carnivorous,Phrynosoma_solare
Phyllodactylus_microphyllus,Oviparous,Phyllodactylus,Phyllodactylidae,46.5,23,1.7,1.4,-4.482,2.945,132.5,63.3,0.4,-0.47,2.68,0.34,1,1,1,1,-79.13,-7.97,Nocturnal,widely foraging,Carnivorous,Phyllodactylus_microphyllus
Phyllodactylus_reissii,Oviparous,Phyllodactylus,Phyllodactylidae,64.1,23,1.8,1.4,-4.482,2.945,184.3,63.3,0.8,-0.47,6.91,0.34,2,1,2,1.7,-79.16,-5.5,Nocturnal,widely foraging,Carnivorous,Phyllodactylus_reissii
Phyllodactylus_tuberculosus,Oviparous,Phyllodactylus,Phyllodactylidae,76.7,23,1.9,1.4,-4.482,2.945,221.4,63.3,1.1,-0.47,11.71,0.34,2,1,2,1.7,-95.3,16.78,Nocturnal,sit and wait,Carnivorous,Phyllodactylus_tuberculosus
Phyllopezus_pollicaris,Oviparous,Phyllopezus,Phyllodactylidae,70.8,30.3,1.9,1.5,-4.482,2.945,204,84.8,1.0,-0.12,9.25,0.76,3,1,2,1.9,-49.07,-14.32,Cathemeral,sit and wait,Carnivorous,Phyllopezus_pollicaris
Phymaturus_palluma,Viviparous,Phymaturus,Liolaemidae,94.5,44.7,2.0,1.7,-4.678,3.097,288,133.8,1.4,0.43,27.54,2.71,5,1,4,1.5,-70.16,-34.57,Diurnal,sit and wait,Herbivorous,Phymaturus_palluma
Phymaturus_patagonicus,Viviparous,Phymaturus,Liolaemidae,93.1,38.5,2.0,1.6,-4.678,3.097,283.7,114.6,1.4,0.23,26.29,1.71,2,2,2,2,-67.64,-43.59,Diurnal,sit and wait,Herbivorous,Phymaturus_patagonicus
